<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<PRICE>,<TOTAL>,,
01.09.2020,15:54:00,110505,115273,107907,114934,42,"112154,75","4710499,5",,
01.09.2020,15:55:00,108427,115264,107943,112856,53,"111122,5","5889492,5",,
01.09.2020,15:56:00,108657,115063,108058,111372,57,"110787,5","6314887,5",,
01.09.2020,15:57:00,114375,115255,107997,113395,59,"112755,5","6652574,5",,
01.09.2020,15:58:00,111101,115291,108001,113311,10,111926,1119260,,
01.09.2020,15:59:00,112608,115173,108009,110197,58,"111496,75","6466811,5",,
01.09.2020,16:00:00,109633,115149,107966,113463,47,"111552,75","5242979,25",,
01.09.2020,16:01:00,109297,115288,107946,108473,62,110251,6835562,,
01.09.2020,16:02:00,110530,115142,108030,111784,15,"111371,5","1670572,5",,
01.09.2020,16:03:00,111459,115294,107969,112168,7,"111722,5","782057,5",,
01.09.2020,16:04:00,108619,115284,107951,114705,86,"111639,75","9601018,5",,
01.09.2020,16:05:00,108848,115220,108007,111098,23,"110793,25","2548244,75",,
01.09.2020,16:06:00,110873,115050,107953,108517,63,"110598,25","6967689,75",,
01.09.2020,16:07:00,110034,115195,107940,112452,62,"111405,25","6907125,5",,
01.09.2020,16:08:00,109016,115288,107959,107959,98,"110055,5",10785439,,
01.09.2020,16:09:00,110037,115202,107923,114330,37,111873,4139301,,
01.09.2020,16:10:00,111643,115248,107905,111978,21,"111693,5","2345563,5",,
01.09.2020,16:11:00,111609,115231,107944,110691,56,"111368,75",6236650,,
01.09.2020,16:12:00,109578,115265,107961,115190,63,"111998,5","7055905,5",,
01.09.2020,16:13:00,110744,115147,108002,111478,1,"111342,75","111342,75",,
01.09.2020,16:14:00,108267,115257,108116,112522,54,"111040,5",5996187,,
01.09.2020,16:15:00,114129,115200,108013,112311,33,"112413,25","3709637,25",,
01.09.2020,16:16:00,114160,115299,108054,109301,57,"111703,5","6367099,5",,
01.09.2020,16:17:00,110786,115238,108061,110474,71,"111139,75","7890922,25",,
01.09.2020,16:18:00,109170,115243,107953,113425,55,"111447,75","6129626,25",,
01.09.2020,16:19:00,111288,115192,108020,110326,68,"111206,5",7562042,,
01.09.2020,16:20:00,108132,115167,107952,111632,29,"110720,75","3210901,75",,
01.09.2020,16:21:00,111842,115258,107921,109162,29,"111045,75","3220326,75",,
01.09.2020,16:22:00,114925,115207,108009,110542,81,"112170,75","9085830,75",,
01.09.2020,16:23:00,112000,115233,108177,111408,50,"111704,5",5585225,,
01.09.2020,16:24:00,114425,115289,108042,113892,27,112912,3048624,,
01.09.2020,16:25:00,113290,115265,107933,108303,48,"111197,75",5337492,,
01.09.2020,16:26:00,112356,115127,107954,113388,39,"112206,25","4376043,75",,
01.09.2020,16:27:00,112804,115225,108288,113359,18,112419,2023542,,
01.09.2020,16:28:00,114366,115255,107918,111242,28,"112195,25",3141467,,
01.09.2020,16:29:00,110851,114932,107951,114782,5,112129,560645,,
01.09.2020,16:30:00,108555,115088,107935,112125,29,"110925,75","3216846,75",,
01.09.2020,16:31:00,109093,114949,108078,112594,78,"111178,5",8671923,,
01.09.2020,16:32:00,111266,115195,107948,113777,53,"112046,5","5938464,5",,
01.09.2020,16:34:00,115294,115294,107925,112941,15,"112863,5","1692952,5",,
01.09.2020,16:35:00,112240,115273,107912,114831,50,112564,5628200,,
01.09.2020,16:36:00,110348,115204,108225,113621,84,"111849,5",9395358,,
01.09.2020,16:37:00,110437,115247,107974,114822,53,112120,5942360,,
01.09.2020,16:38:00,109630,115214,107920,114392,38,111789,4247982,,
01.09.2020,16:39:00,114843,115219,108011,109882,45,"111988,75","5039493,75",,
01.09.2020,16:40:00,110707,115292,107936,111889,54,111456,6018624,,
01.09.2020,16:41:00,114667,115095,107912,112531,96,"112551,25",10804920,,
01.09.2020,16:42:00,110612,115292,108045,112180,30,"111532,25","3345967,5",,
01.09.2020,16:43:00,113043,115248,107954,108384,77,"111157,25","8559108,25",,
01.09.2020,16:44:00,114960,115192,107983,113756,18,"112972,75","2033509,5",,
01.09.2020,16:45:00,113986,115245,107993,111391,45,"112153,75","5046918,75",,
01.09.2020,16:46:00,115195,115298,108061,115176,38,"113432,5",4310435,,
01.09.2020,16:47:00,111039,115148,107907,112856,27,"111737,5","3016912,5",,
01.09.2020,16:48:00,112818,115252,108009,115179,85,"112814,5","9589232,5",,
01.09.2020,16:49:00,112494,115299,107907,108713,14,"111103,25","1555445,5",,
01.09.2020,16:50:00,110182,115130,107924,113111,34,"111586,75","3793949,5",,
01.09.2020,16:51:00,111315,115223,107924,111150,61,111403,6795583,,
01.09.2020,16:52:00,112927,115267,107966,111982,49,"112035,5","5489739,5",,
01.09.2020,16:53:00,115037,115256,108080,108456,7,"111707,25","781950,75",,
01.09.2020,16:54:00,108559,115244,108236,112742,9,"111195,25","1000757,25",,
01.09.2020,16:55:00,110692,115295,107916,110213,70,111029,7772030,,
01.09.2020,16:56:00,112886,115264,108372,113882,14,112601,1576414,,
01.09.2020,16:57:00,115203,115203,108137,110283,48,"112206,5",5385912,,
01.09.2020,16:58:00,110126,115180,107927,109983,34,110804,3767336,,
01.09.2020,16:59:00,111243,115121,107913,111150,40,"111356,75",4454270,,
01.09.2020,17:00:00,114144,115254,107959,112547,94,112476,10572744,,
01.09.2020,17:01:00,110761,115136,107911,108986,19,"110698,5","2103271,5",,
01.09.2020,17:02:00,108904,115199,107946,108886,87,"110233,75","9590336,25",,
01.09.2020,17:03:00,111551,115252,108057,110016,75,111219,8341425,,
01.09.2020,17:04:00,109713,115175,108014,114946,48,111962,5374176,,
01.09.2020,17:05:00,113642,115237,107962,109469,9,"111577,5","1004197,5",,
01.09.2020,17:06:00,111626,115279,107918,114913,58,112434,6521172,,
01.09.2020,17:07:00,114914,115117,108216,113291,77,"112884,5","8692106,5",,
01.09.2020,17:08:00,110557,115117,107955,113238,56,"111716,75",6256138,,
01.09.2020,17:09:00,111890,115107,107913,108368,1,"110819,5","110819,5",,
01.09.2020,17:10:00,114346,115156,108446,115156,66,113276,7476216,,
01.09.2020,17:11:00,114688,115242,107955,113384,19,"112817,25","2143527,75",,
01.09.2020,17:12:00,112729,115005,108000,112341,26,"112018,75","2912487,5",,
01.09.2020,17:13:00,114098,115299,108320,113242,83,"112739,75","9357399,25",,
01.09.2020,17:14:00,109482,115292,108306,112972,26,111513,2899338,,
01.09.2020,17:15:00,110057,115153,107920,109893,12,"110755,75",1329069,,
01.09.2020,17:16:00,113000,115282,108079,109009,95,"111342,5","10577537,5",,
01.09.2020,17:17:00,112572,115161,108081,110199,26,"111503,25","2899084,5",,
01.09.2020,17:18:00,112013,115178,107983,115130,8,112576,900608,,
01.09.2020,17:19:00,115297,115297,108226,110495,35,"112328,75","3931506,25",,
01.09.2020,17:20:00,115282,115282,108000,113206,81,"112942,5","9148342,5",,
01.09.2020,17:21:00,114046,115239,108046,109793,58,111781,6483298,,
01.09.2020,17:22:00,109120,115244,107916,111620,18,110975,1997550,,
01.09.2020,17:23:00,112317,115252,108189,108598,23,111089,2555047,,
01.09.2020,17:24:00,108182,115286,108150,110836,46,"110613,5",5088221,,
01.09.2020,17:25:00,110416,115190,107932,115111,69,"112162,25","7739195,25",,
01.09.2020,17:26:00,109387,115086,107976,114641,15,"111772,5","1676587,5",,
01.09.2020,17:27:00,114364,115252,107916,113437,72,"112742,25",8117442,,
01.09.2020,17:28:00,109080,115281,107928,111802,93,"111022,75","10325115,75",,
01.09.2020,17:29:00,113264,115158,108171,111894,31,"112121,75","3475774,25",,
01.09.2020,17:30:00,112229,115199,108427,112755,16,"112152,5",1794440,,
01.09.2020,17:31:00,108770,115263,107922,109369,6,110331,661986,,
01.09.2020,17:32:00,111074,115276,107901,114765,59,112254,6622986,,
01.09.2020,17:33:00,108170,114918,107979,110344,82,"110352,75","9048925,5",,
01.09.2020,17:34:00,109697,115198,108099,112510,4,111376,445504,,
01.09.2020,17:35:00,109333,115298,107921,111184,85,110934,9429390,,
01.09.2020,17:36:00,108230,115221,107976,113406,82,"111208,25","9119076,5",,
01.09.2020,17:37:00,114369,115267,108022,113072,58,"112682,5",6535585,,
01.09.2020,17:38:00,113932,114929,107944,111069,39,"111968,5","4366771,5",,
01.09.2020,17:39:00,108964,115281,107901,114631,22,"111694,25","2457273,5",,
01.09.2020,17:40:00,108464,115268,108047,114324,14,"111525,75","1561360,5",,
01.09.2020,17:42:00,114311,115151,107953,113288,91,"112675,75","10253493,25",,
01.09.2020,17:43:00,113538,115250,108086,114495,81,"112842,25","9140222,25",,
01.09.2020,17:44:00,108684,115099,108127,115099,56,"111752,25",6258126,,
01.09.2020,17:45:00,114102,115105,108292,114966,47,"113116,25","5316463,75",,
01.09.2020,17:46:00,111247,115220,108270,113289,18,"112006,5",2016117,,
01.09.2020,17:47:00,113528,114920,107939,114772,6,"112789,75","676738,5",,
01.09.2020,17:48:00,111152,115218,108141,109910,85,"111105,25","9443946,25",,
01.09.2020,17:49:00,112053,115233,107921,110768,11,"111493,75","1226431,25",,
01.09.2020,17:50:00,109370,115267,107942,112060,34,"111159,75","3779431,5",,
01.09.2020,17:51:00,113690,115212,107907,110306,34,"111778,75","3800477,5",,
01.09.2020,17:52:00,112506,115140,108427,114749,56,"112705,5",6311508,,
01.09.2020,17:53:00,107948,115255,107948,111424,14,"110643,75","1549012,5",,
01.09.2020,17:54:00,113998,115293,107933,112408,58,112408,6519664,,
01.09.2020,17:55:00,108989,114969,107912,110079,67,"110487,25","7402645,75",,
01.09.2020,17:56:00,109029,115263,107928,108151,91,"110092,75","10018440,25",,
01.09.2020,17:57:00,112303,115275,108015,111946,91,"111884,75","10181512,25",,
01.09.2020,17:58:00,112720,115295,107909,109359,76,"111320,75",8460377,,
01.09.2020,17:59:00,110658,114767,107966,114259,67,"111912,5","7498137,5",,
01.09.2020,18:00:00,114712,115294,108146,108797,9,"111737,25","1005635,25",,
01.09.2020,18:01:00,109292,115254,107961,112683,22,"111297,5",2448545,,
01.09.2020,18:02:00,113798,115107,107921,112323,57,"112287,25","6400373,25",,
01.09.2020,18:03:00,107930,115204,107930,112069,23,"110783,25","2548014,75",,
01.09.2020,18:04:00,110056,115254,107961,112785,80,111514,8921120,,
01.09.2020,18:05:00,109801,115240,108318,115107,68,"112116,5",7623922,,
01.09.2020,18:06:00,108642,115261,107969,113251,15,"111280,75","1669211,25",,
01.09.2020,18:07:00,112230,115012,107976,111208,32,"111606,5",3571408,,
01.09.2020,18:08:00,115055,115111,108040,113073,18,"112819,75","2030755,5",,
01.09.2020,18:09:00,108211,115005,108123,113349,12,111172,1334064,,
01.09.2020,18:10:00,109582,115236,108047,109455,68,110580,7519440,,
01.09.2020,18:11:00,112893,114911,107932,108841,82,"111144,25","9113828,5",,
01.09.2020,18:12:00,111575,115271,108023,112993,69,"111965,5","7725619,5",,
01.09.2020,18:13:00,111518,114974,107964,112520,78,111744,8716032,,
01.09.2020,18:14:00,112862,115132,108128,111264,40,"111846,5",4473860,,
01.09.2020,18:15:00,109878,115276,107981,108728,33,"110465,75","3645369,75",,
01.09.2020,18:16:00,113352,115131,107922,110656,22,"111765,25","2458835,5",,
01.09.2020,18:17:00,114582,115221,108154,109171,96,111782,10731072,,
01.09.2020,18:18:00,110301,115240,108084,112738,10,"111590,75","1115907,5",,
01.09.2020,18:19:00,110945,114993,107952,110204,14,"111023,5",1554329,,
01.09.2020,18:20:00,109415,115279,107978,109724,75,110599,8294925,,
01.09.2020,18:21:00,115266,115266,107937,111520,1,"112497,25","112497,25",,
01.09.2020,18:22:00,110681,114905,107929,108190,7,"110426,25","772983,75",,
01.09.2020,18:23:00,114859,115053,108208,115053,19,"113293,25","2152571,75",,
01.09.2020,18:24:00,110584,114912,107931,109155,31,"110645,5","3430010,5",,
01.09.2020,18:25:00,112184,115274,108039,111369,65,"111716,5","7261572,5",,
01.09.2020,18:26:00,110048,115298,107997,109081,73,110606,8074238,,
01.09.2020,18:27:00,113775,115249,108024,108308,73,111339,8127747,,
01.09.2020,18:28:00,110801,115208,108048,113597,4,"111913,5",447654,,
01.09.2020,18:29:00,112534,115054,108107,114175,96,"112467,5",10796880,,
01.09.2020,18:30:00,115219,115219,108009,110238,82,"112171,25","9198042,5",,
01.09.2020,18:31:00,112130,115198,107988,114115,32,"112357,75",3595448,,
01.09.2020,18:32:00,109090,115096,108172,114279,27,"111659,25","3014799,75",,
01.09.2020,18:33:00,112045,115187,108002,110271,56,"111376,25",6237070,,
01.09.2020,18:34:00,108405,115092,107988,113087,76,111143,8446868,,
01.09.2020,18:35:00,111824,115285,108086,114435,34,"112407,5",3821855,,
01.09.2020,18:36:00,114483,115237,107962,110176,82,"111964,5",9181089,,
01.09.2020,18:37:00,114655,115261,108033,108683,60,111658,6699480,,
01.09.2020,18:38:00,111225,115279,107976,108081,53,"110640,25","5863933,25",,
01.09.2020,18:39:00,114445,115168,108093,108093,16,"111449,75",1783196,,
01.09.2020,18:40:00,113345,115261,107951,111189,44,"111936,5",4925206,,
01.09.2020,18:41:00,108274,115102,107995,109899,58,"110317,5",6398415,,
01.09.2020,18:42:00,112187,115214,107935,108612,96,110987,10654752,,
01.09.2020,18:43:00,110821,115139,107999,108137,46,110524,5084104,,
01.09.2020,18:44:00,114543,115250,107910,114353,80,113014,9041120,,
01.09.2020,18:45:00,113216,115216,108018,112192,68,"112160,5",7626914,,
01.09.2020,18:46:00,112000,115246,108029,112758,58,"112008,25","6496478,5",,
01.09.2020,18:47:00,110368,115211,108029,112131,67,"111434,75","7466128,25",,
01.09.2020,18:48:00,111662,115239,108241,111684,48,"111706,5",5361912,,
01.09.2020,18:49:00,109979,115141,107946,114453,19,"111879,75","2125715,25",,
01.09.2020,18:50:00,115161,115249,107917,109070,58,"111849,25","6487256,5",,
01.09.2020,18:51:00,109156,115255,108110,114872,91,"111848,25","10178190,75",,
01.09.2020,18:52:00,109773,115258,107972,112141,3,111286,333858,,
01.09.2020,18:53:00,110044,115180,108275,112735,89,"111558,5","9928706,5",,
01.09.2020,18:54:00,115066,115270,108037,109902,91,"112068,75","10198256,25",,
01.09.2020,18:55:00,109041,115091,107924,109354,23,"110352,5","2538107,5",,
01.09.2020,18:57:00,108232,115283,107921,108957,13,"110098,25","1431277,25",,
01.09.2020,18:58:00,109815,115211,107934,111959,14,"111229,75","1557216,5",,
01.09.2020,18:59:00,114870,115279,107933,108148,86,"111557,5",9593945,,
01.09.2020,19:00:00,113517,115126,108216,111831,48,"112172,5",5384280,,
01.09.2020,19:01:00,108876,115147,108058,109393,93,"110368,5","10264270,5",,
01.09.2020,19:02:00,112013,115095,108145,110695,54,111487,6020298,,
01.09.2020,19:03:00,110144,115011,107910,108994,62,"110514,75","6851914,5",,
01.09.2020,19:04:00,114770,115206,108055,112362,43,"112598,25","4841724,75",,
01.09.2020,19:05:00,114697,115169,108307,114172,47,"113086,25","5315053,75",,
01.09.2020,19:06:00,112440,115056,107916,109062,35,"111118,5","3889147,5",,
01.09.2020,19:07:00,111362,115220,107977,110548,78,"111276,75","8679586,5",,
01.09.2020,19:08:00,113161,115179,108061,114323,74,112681,8338394,,
01.09.2020,19:09:00,113860,115232,108117,112672,17,"112470,25","1911994,25",,
01.09.2020,19:10:00,113236,115180,107930,108890,43,111309,4786287,,
01.09.2020,19:11:00,109644,115203,108011,108519,20,"110344,25",2206885,,
01.09.2020,19:12:00,112576,115212,107934,114082,14,112451,1574314,,
01.09.2020,19:13:00,114153,115110,108026,109897,34,"111796,5",3801081,,
01.09.2020,19:14:00,113348,115255,107952,109369,96,111481,10702176,,
01.09.2020,19:16:00,110043,115232,108019,110862,70,111039,7772730,,
01.09.2020,19:17:00,112000,115235,108181,114183,30,"112399,75","3371992,5",,
01.09.2020,19:18:00,113424,115243,107961,110024,75,111663,8374725,,
01.09.2020,19:19:00,114689,115043,107923,114842,87,"113124,25","9841809,75",,
01.09.2020,19:20:00,114409,115221,107917,107926,28,"111368,25",3118311,,
01.09.2020,19:21:00,109259,115268,107904,111719,60,"111037,5",6662250,,
01.09.2020,19:22:00,112968,114888,107973,112082,81,"111977,75","9070197,75",,
01.09.2020,19:23:00,112330,115259,107938,114584,19,"112527,75","2138027,25",,
01.09.2020,19:24:00,108642,115195,107918,109319,95,"110268,5","10475507,5",,
01.09.2020,19:25:00,114043,115273,107900,112407,8,"112405,75",899246,,
01.09.2020,19:26:00,108825,115269,108134,109904,12,110533,1326396,,
01.09.2020,19:27:00,112542,115251,107907,108653,60,"111088,25",6665295,,
01.09.2020,19:28:00,110708,115197,107960,109448,8,"110828,25",886626,,
01.09.2020,19:29:00,108418,115246,108096,113845,58,"111401,25","6461272,5",,
01.09.2020,19:30:00,111174,115249,108345,113243,54,"112002,75","6048148,5",,
01.09.2020,19:31:00,114247,115258,107908,108933,85,"111586,5","9484852,5",,
01.09.2020,19:32:00,108956,115194,108394,111666,92,"111052,5",10216830,,
01.09.2020,19:33:00,109827,115070,107909,111929,90,"111183,75","10006537,5",,
01.09.2020,19:34:00,110925,115039,107906,109550,61,110855,6762155,,
01.09.2020,19:36:00,110497,115164,107918,109540,69,"110779,75","7643802,75",,
01.09.2020,19:37:00,113205,115131,108062,110994,51,111848,5704248,,
01.09.2020,19:38:00,111091,115043,107992,110480,52,"111151,5",5779878,,
01.09.2020,19:39:00,112094,115190,107914,112929,49,"112031,75","5489555,75",,
01.09.2020,19:40:00,110657,115226,108615,108615,80,"110778,25",8862260,,
01.09.2020,19:41:00,108437,115276,107954,108037,69,109926,7584894,,
01.09.2020,19:42:00,112127,115283,107924,109620,86,"111238,5",9566511,,
01.09.2020,19:43:00,109663,115282,107952,107952,1,"110212,25","110212,25",,
01.09.2020,19:44:00,113047,114916,107926,114668,47,"112639,25","5294044,75",,
01.09.2020,19:45:00,109979,115272,107902,108447,46,110400,5078400,,
01.09.2020,19:46:00,114035,115178,108253,110831,20,"112074,25",2241485,,
01.09.2020,19:47:00,113923,115158,107953,108466,46,111375,5123250,,
01.09.2020,19:48:00,113116,115287,107931,111554,24,111972,2687328,,
01.09.2020,19:49:00,115031,115273,108220,115273,9,"113449,25","1021043,25",,
01.09.2020,19:50:00,110977,115216,107965,113639,24,"111949,25",2686782,,
01.09.2020,19:51:00,108709,115144,108073,108235,54,"110040,25","5942173,5",,
01.09.2020,19:52:00,110191,114906,107914,111031,73,"111010,5","8103766,5",,
01.09.2020,19:53:00,108408,115170,107983,111791,65,110838,7204470,,
01.09.2020,19:54:00,109465,115135,108089,114239,57,111732,6368724,,
01.09.2020,19:55:00,111489,115228,108049,111011,46,"111444,25","5126435,5",,
01.09.2020,19:56:00,112771,115010,107983,113129,49,"112223,25","5498939,25",,
01.09.2020,19:57:00,110253,115235,107967,111445,94,111225,10455150,,
01.09.2020,19:58:00,110271,115212,107943,113399,57,"111706,25","6367256,25",,
01.09.2020,19:59:00,112528,115267,107967,112795,92,"112139,25",10316811,,
01.09.2020,20:00:00,111561,115086,108091,111220,73,"111489,5","8138733,5",,
02.09.2020,10:00:00,114849,114849,107920,110269,72,"111971,75",8061966,,
02.09.2020,10:01:00,112629,115188,108311,108311,24,"111109,75",2666634,,
02.09.2020,10:02:00,110901,115163,108078,109380,82,"110880,5",9092201,,
02.09.2020,10:03:00,112532,115276,107934,108836,76,"111144,5",8446982,,
02.09.2020,10:04:00,112022,115280,108056,109440,98,"111199,5",10897551,,
02.09.2020,10:05:00,110246,115268,108000,108732,17,"110561,5","1879545,5",,
02.09.2020,10:06:00,113863,115265,107915,109944,35,"111746,75","3911136,25",,
02.09.2020,10:07:00,108340,115126,107982,111522,91,"110742,5","10077567,5",,
02.09.2020,10:08:00,111004,115282,107970,109935,89,"111047,75","9883249,75",,
02.09.2020,10:09:00,114772,115145,108215,112010,13,"112535,5","1462961,5",,
02.09.2020,10:10:00,112725,115158,107918,112049,69,"111962,5","7725412,5",,
02.09.2020,10:11:00,114877,115169,107990,111140,88,112294,9881872,,
02.09.2020,10:12:00,110550,115244,107980,111376,76,"111287,5",8457850,,
02.09.2020,10:13:00,107954,115268,107954,111465,52,"110660,25",5754333,,
